text,mood
Oh my poop. Stupid Twitter won't let me put up a new picture.,sadness
(@MeowMeowHotMix) My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,sadness
Up early for class. ((Blahh))-------&gt; Hang Over kiddies,worry
@MattyV AND! you wouldnt even be able to go. its too far for you,worry
@SolarAvada - DAMN. LOL ON FRIDAY.? ITS NOW SATURDAY HERE LOL. IM IN AUSTRALIA,worry
@hookedonwinter   your picture makes me thristy EVERYDAY!,sadness
the columbus blue jackes may be movieing to anew city to play at  thats sad news,sadness
Wants to go home with the seniors,sadness
Philadelphia Phillies' Brett Myers out indefinitely with injured hip - http://tinyurl.com/megxu2 (via @PHI_Phillies) nooooo,sadness
About to get my wisdom teeth pulled!,worry
Woke up and felt a sharp pain in the back of my leg. No school for me today,worry
@_kotenok !!  ... maybe they took one look at you and said &quot;That's our girl!&quot;,worry
Taking a load of old broken concrete to the landfill. Tried to find a recycler,worry
Sitting at the Connection listening to the employees reminisce and mope about their last shift,worry
misses driving already,worry
crying so hard.......,sadness
i really miss you @STYLEnista i wish you were down here,worry
I'm very conflicted here.  I really like Mike but I still have feelings for Darrin.  It's really complicated.  I don't know what to do.,worry
@arlastouch nothing yet  still looking....but lets for sure do lunch next week!!,happiness
is afraid she caught that thing going around... I feel utterly drained and it's only 10 am!,worry
I gotta do my assignments tomorrow  OMG mackillop has swine,worry
ughhh have a tummy ache,sadness
Why are we busy ugh I have the largest headache,sadness
@anitapsays what happened?  are you suffering from neck/shoulder/back pain like me?  i can't move either,worry
@htoddcarter @CatholicMeme http://tinyurl.com/mdr7b4 I just noticed that too,worry
Its a gorgeous day and I'm going to work allll day  Just gotta keep telling myself its for NYC!!,sadness
bye LA... I already miss you,worry
pengen nonton Friens of mine comeback show di prost beer house kemang besok.. tapi ga bisaaaaaaaaaa..,sadness
i wanna watch PCD concert dad,worry
@silenceiseasy no no no lol I cut my bangs like Kate Hudson in bride wars a few months ago and it was super cute. Looks diff this time,sadness
@shutupandspinx3: yay! Lol. Now I know how you felt when I was gone.,sadness
@davenavarro6767 Not Columbus but just wanted to say sorry to be missing Indiana show tomorrow. So sad  I will be in the woods with 8 GS.,sadness
missing ontario..,sadness
i am very very tired,worry
@fortrel The newest versions are not any better,worry
what a bad day 1 of my close relative has died so i wont be going to florida,sadness
phew! i am MELTING!  stupid fan - you picked a good day to stop working,sadness
@meeshel that sucks.   did you save any of it?,sadness
Gah the sunlight is so bright today it's giving me a headache  Resorted to wearing new sunglasses,worry
bad grades again,sadness
10 25 Am Still waiting on the doc to come and break my water.,worry
@michelleweber  Been there and never at a good time   Your recourse is small claims or you can get a atty involved. But that is more $,sadness
i want to borrow an MX5 this weekend,worry
@ElizaPatricia =o YOU SAW FLEETWOOD MAC! I'm insanely jealous. I don't have enough money to buy tickets.  I think I'll never see them. =(,happiness
So I get up early and I feel good about the day. I walk to work and I'm feeling alright. But guess what... I don't work today.,happiness
no internet in my pocket   edge network down in denver  *sob*,sadness
just been in the garden but i was being attacked by bugs so i came inside,worry
I know that just sounded really stupid.  having 2 jobs sucks. I don't like feeling like this. I feel bitter and angry. What am I? 70??,worry
@kdelbonis Well I can't get Cupcake because I can't connect to T-Mobile's network because my SIM card is corrupted,sadness
VCenter is screwing up on me today.  More specifically the MSSQL server that it connects to.,sadness
@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha,sadness
Eatting all these candies I bought from little mexico last night... Charged my ass .50 for swipping my card and it all taste like shampoo,worry
@alwaysmuah Hey Ruthie girl... u send me all these lovely twitts but never respond!  I'm hurt... how's Mikey and Dion?,sadness
heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP &gt;.&lt;,sadness
@LolzyluvsJB Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,sadness
there's something about this area that makes my tonsils swell up everyday. i don't get it..  i feel slightly miserable. #FF done 4 now!!,sadness
@RetroBakery I would have to agree on the Bacon Cupcake... Would rather drive 2 the shop instead of 2 the office,sadness
You know you're too old to party like a rockstar when....you realize no one else claps when they dance. It's just you,worry
@cc_chapman #whuffaoke is the same night as @ACDC at Gillette Stadium!,happiness
Now I'm all sad because I'll probably never see Fleetwood Mac.,sadness
I feel guilty bc I think it's my fault the hard drive died,sadness
Could do with some messages to cheer me up  !!!!! @RobynLouise1993 @leahstakes @MissKeriBaby @jewlear @Celenko @sarahbeeny @Beverleyknight,sadness
is in the costume shop cleaning and STARVING. Bring me food???,sadness
@sk8n_bree say hi to the otters! They are my favorite- besides the fact they are slowly killing themselves with each shell they open.,worry
sorry guys i didn't sign in for a while  sorry every1,worry
Horrid dream. I suspect I will have to cancel my plans tonight...,worry
@SquishT77 So sorry to hear about your mum.,worry
I don't think I'm very well. Just in time for the weekend,happiness
my online portfolio is down  great...esp when jobs are trying to look at it,worry
@clairmc my riding time has been dismal too during these rainy weeks.  haven't been able to make myself to go to the gym instead.,worry
@ekalavyab dammit i had the passes but i am still at work,worry
@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality,sadness
Going to the doctors now. Scared as shit.,worry
My body hurt  I need a rub down like NOW!,worry
@chantelnicole I am lost. Please help me find a good home.,worry
@thinkgeek curses upon the ridiculously slow internetz at work!  The dang image just now loaded...,sadness
@flyyKiDDangel lmao I need a shopping partner today.,sadness
My throat hurts,worry
@EAZY_ERON Effy breaks my heart.,worry
@DaveJMatthews concert tonight at fenwayyy! hopefully the rain stops,happiness
Such a beautiful day. I just wish I had the energy to enjoy it.,happiness
darn it that was supposed to be a haiku but the formatting failed me.,sadness
http://pinkpawsforlife.org/ - pets get cancer too.,worry
Really wants to buy new clothes,sadness
Braxton was up at 2:30 untill 4am and now he won't sleep more than 15 minutes at a time! It's hard to be a mom on days like this!,worry
walk was grand peeps lol feet are really hurting now thought  xx,sadness
Sitting @ home sick.... wish this cold wuld go away.... start skool mon!!! yay!!!! not so much,worry
trying to get into the groove of studying  heeelllppppp meeeeeeee,worry
How could they kill him? Hollyoaks made me sad.,sadness
@infinitus_ When they don't pop well. I feel lousier after playing those.,worry
i need to get my life together aka my apartment all cleaned and back how it was before my birthday,sadness
ahh everyone's out today taking in the sunny weather except me  might go and watch some tv...,worry
getting cds ready for tour,happiness
got back from walking to school gotta go back around one or two that heat almost gave me a stroke,worry
you know you're working to late when you hear about the sun setting via twitter,worry
starting phase 1 of operation &quot;be productive&quot;- pack clothes. can't find pink tank top!! oh no!!!,worry
- me and my mom's cars were broken into.  I feel violated.,sadness
My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!,sadness
@Youngbanks206 did you already get your update? I havent yet,worry
@cazp09  lol y? is it really gross??  i'm HUNGRY and theres nothin to have,worry
@uncomplex not sure I can make it afterall,worry
kids out for summer/ pool has been taken over/ no more tanning girls  #haiku #yayschoolisout #sarcasm,worry
@tcwmatt oh no!!!  well..... When you get back lots of pictures!!!,sadness
My sister got a lunch date and I don't,worry
Sitting at my desk wishing things were different,worry
is wondering why no one else is following it....  C'mon people!,worry
@CaityKaboom so sad i have to pay $60,worry
Not feeling comfortable with myself today,worry
@eogasawa you looked great for being sick yesterday! i'm sorry I didn't really make an effort to say hi...  I was preoccupied for a while,worry
I SO should've gone right now!!! *wish I could alter time!!  *,sadness
I HAVE A HEADACHE,worry
Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,sadness
Chatted with my old schoolmates. Awww  I miss my Highschool.,happiness
@deadlyknitshade  OOh but you soon get to meet the dung mice!!,sadness
is sooo confused these days   But glad to be back from Lillestrï¿½m,worry
WALES HERE I AM! 1st 2 weeks away in wales. but idk if the guys at school really like me...,happiness
@Brookeleeadams Gutted you won't be on live office girls anymore,sadness
Taking my brother to the airport  Then gym.,sadness
@esatt you don't wanna see me while you're here?,sadness
ok nevermind. photo was set to private. sorry.,worry
just got home from school and from the wake of my friend's father.  so tired..,sadness
Life can get soo Dull sometimes what do you do when u have no 1 around  x,sadness
@ilovesarai i think i am going to do lennys.. i dont know! ahh! lol i hate making decsions!,worry
